"uid","namedLocation","date","eventID","domainID","siteID","plotID","individualID","tagStatus","growthForm","plantStatus","stemDiameter","measurementHeight","height","baseCrownHeight","breakHeight","breakDiameter","maxCrownDiameter","ninetyCrownDiameter","canopyPosition","shape","basalStemDiameter","basalStemDiameterMsrmntHeight","maxBaseCrownDiameter","ninetyBaseCrownDiameter","remarks","recordedBy","measuredBy","dataQF"
"f4fc6b8f-c241-4564-a3bf-18f27ca01bc4","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06226",NA,"sapling","Live",1.2,10,0.4,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"86e617db-8e48-439d-be55-652076326de5","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06236",NA,"sapling","Live",1.8,10,0.4,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"d315c797-3843-40bb-9a2d-750ce9a6e1b7","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06049",NA,"sapling","Live",1.3,10,1,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"e3ec6cf8-d50a-4f04-9f6f-5c4dfbdcca5d","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06043",NA,"small tree","Live",2.3,130,1.3,NA,NA,NA,1.7,1.3,"Full shade","cylinder",NA,NA,NA,NA,"",NA,NA,"legacyData"
"94dd1cf9-78c2-42e2-94b4-6f1429547af7","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.01827",NA,"sapling","Live",1.7,10,0.1,NA,NA,NA,1.1,0.7,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"22a36241-121d-436a-bf96-f6081362a19f","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06222",NA,"small tree","Live",1.6,130,1,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"5be93cb2-e54a-4b3e-82da-425db1de0576","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06071",NA,"sapling","Live",1.3,10,0.4,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"0fc58e38-f9c3-4703-b730-9aaf8abfd0e4","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06064",NA,"single bole tree","Standing dead",19,130,0.6,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"Can not enter canopy position; Transcription Error Fixed",NA,NA,"legacyData"
"543241ea-7275-42af-bb2e-a1b8fe9963bf","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06225",NA,"small tree","Live",1.2,130,0.2,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"6d8c788d-9186-409a-a928-259114706296","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06061",NA,"small tree","Live",2.1,130,1.1,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"18a1b205-b546-4a36-bc5f-fcca3208953b","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06050",NA,"sapling","Live",10.4,10,0.2,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"stem diameter = ddh",NA,NA,"legacyData"
"1218a029-12c9-41b0-92b8-8482ed430281","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06073",NA,"single bole tree","Live",57,130,16.6,NA,NA,NA,12.3,10.1,"Full sun","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"17247e94-f520-434e-9bc3-626525b487ec","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06059",NA,"small tree","Live",1.5,130,0.4,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"8069b29e-005b-43ef-9ea7-29618759628f","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06077",NA,"sapling","Live",1.6,10,0.6,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"92a99fda-98be-47b9-bd02-43a936e2b33e","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06070",NA,"sapling","Live",1.3,10,0.9,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"29de494f-76af-42de-8a94-660baf9a7de5","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06221",NA,"sapling","Live",1.2,130,1.1,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"4917c731-98db-4b4d-99f6-a996b1ef942c","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06228",NA,"single bole tree","Live",17.4,130,2.8,NA,NA,NA,6.6,5.1,"Partially shaded","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"c7353937-d95c-4712-8dd1-4ddb9befae93","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06079",NA,"single bole tree","Live",16.8,130,4.7,NA,NA,NA,4.9,4.3,"Full sun","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"4d98a998-dc71-4a99-bddb-b6a2aa027102","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06051",NA,"sapling","Live",11.4,10,0.3,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"62decb4d-61bb-4ab6-9f9c-02d878ca5c52","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06074",NA,"sapling","Live",1.4,10,0.6,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"7c9ff2fa-09fe-4971-a821-2fe8bae36678","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06056",NA,"small tree","Live",2,130,0.1,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"No Transcription Errors",NA,NA,"legacyData"
"a8335bce-9d57-4ed3-9bc4-6f79dab713c0","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06239",NA,"sapling","Live",1.8,10,0.2,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"674724eb-bfb9-4b4a-bdde-61ddba0eb9b7","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06045",NA,"sapling","Live",1.3,10,0.6,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"f8165b23-000d-46ce-9b66-8ff2715abbb2","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06068",NA,"single bole tree","Live",9.5,130,1.7,NA,NA,NA,NA,NA,"Mostly shaded","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"6bd8152f-9aeb-4cea-accb-ff5e6c9175ca","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06223",NA,"small tree","Live",1,130,0.5,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"ff0f2ae2-d022-4e9a-a194-052a17159d42","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06062",NA,"sapling","Live",1.8,10,0.5,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"d3b815ba-fd4c-48ff-aa9d-bf724d103a7f","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06058",NA,"","Live",1.4,10,0.7,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"40038bb6-3b56-44a6-843f-ac420fa05d46","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.01831",NA,"sapling","Live",1.2,10,0.2,NA,NA,NA,0.9,0.8,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"b2e522df-ef77-4e0c-bfe0-c668eaf81c3d","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06067",NA,"single bole tree","Live",14.5,130,3.9,NA,NA,NA,4.2,3.1,"Partially shaded","",NA,NA,NA,NA,"No Transcription Errors",NA,NA,"legacyData"
"d110a0bf-1a65-4098-a91a-d66e1f2d9939","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06052",NA,"sapling","Live",1.3,10,0.3,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"08cf92af-7ece-489e-ad15-bd1395a37bae","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06054",NA,"sapling","Live",2.9,10,0.3,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"b36d7597-5797-4df4-8c8f-d3479e075e6f","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06065",NA,"single bole tree","Live",33.5,130,16.7,NA,NA,NA,6.9,5.1,"Full sun","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"5434d528-86fe-4ad9-b497-bf86228b4ab3","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06047",NA,"small tree","Live",20,130,4.4,NA,NA,NA,NA,NA,"Full sun","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"471a9adf-5fb0-4d95-96d7-82cf3c21ae97","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06048",NA,"sapling","Live",1.3,10,0.6,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"7036bfb2-5984-4cba-8a0f-4ea9ef9b2c05","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06053",NA,"sapling","Live",1.1,10,0.7,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"7e76ad42-00f6-480a-88fd-5e1608eb496b","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.01828",NA,"sapling","Live",1.6,10,1,NA,NA,NA,1.4,1.1,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"41e18851-5846-4767-a0c9-d0afd0f75258","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06060",NA,"sapling","Live",1.2,10,0.8,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"4717031f-e963-4917-bf49-5dbbca0347ee","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06057",NA,"sapling","Live",1.1,10,0.3,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"b9a39ded-6cb0-4f8b-b3cb-c3dca3137ceb","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.01825",NA,"small tree","Live",13.4,130,0.1,NA,NA,NA,1.5,0.8,"Mostly shaded","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"8dcbf92e-267e-4329-ae73-c63172383a0f","OSBS_003.basePlot.vst","2014-09-18","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.06044",NA,"small tree","Live",1.7,130,0.1,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"No Transcription Errors",NA,NA,"legacyData"
"84941619-dc04-47bd-bccb-f891787314ad","OSBS_003.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.01852",NA,"sapling","Live",1.6,10,0.1,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"401b76c9-ddc7-4509-98ef-1424c5e58a47","OSBS_003.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.01841",NA,"single bole tree","Standing dead",17.5,130,2.8,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"4324b4dc-c5c6-459e-823c-796359326c78","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01421",NA,"sapling","",1.1,10,1.6,NA,NA,NA,0.9,0.4,"Full shade","cylinder",NA,NA,NA,NA,"",NA,NA,"legacyData"
"4b5beec5-a3df-4ccc-911c-6ffd2a36a2f3","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01418",NA,"sapling","",1.1,10,1.3,NA,NA,NA,0.9,0.8,"Mostly shaded","cylinder",NA,NA,NA,NA,"Added During QC resurrection fern present",NA,NA,"legacyData"
"4995be61-adec-49bd-b848-8bc9be8146f3","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01437",NA,"small tree","",6.1,130,5.5,NA,NA,NA,3,2.9,"Mostly shaded","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"ef83bbe5-6b00-4b85-bb37-ff898fc71cea","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01408",NA,"single bole tree","",32.5,130,10,NA,NA,NA,9.4,6.4,"Partially shaded","",NA,NA,NA,NA,"dead; No transcription errors found",NA,NA,"legacyData"
"0d639009-822b-4225-a608-8966e775fa41","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01485",NA,"single bole tree","",30.3,130,18.9,NA,NA,NA,8.6,4.3,"Partially shaded","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"1e7b96f9-62ef-4580-9f23-07ebab00b89a","OSBS_003.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.01855",NA,"single bole tree","Live",13.5,130,4.4,NA,NA,NA,5.8,4.2,"Partially shaded","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"e11b7e4a-177d-49cc-9851-37519ee4526f","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01431",NA,"sapling","",1.3,10,1.4,NA,NA,NA,1.2,1,"Mostly shaded","inverted cone",NA,NA,0.4,0.2,"",NA,NA,"legacyData"
"d42d5bf8-0d66-4026-af19-1b186d0df95d","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01618",NA,"single bole tree","",20.9,130,10.7,NA,NA,NA,8.6,6.7,"Partially shaded","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"9418789f-c3b9-4fa7-8ea5-e33d1b54c3b3","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01443",NA,"single bole tree","",15.5,130,2,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"no canopy/dead",NA,NA,"legacyData"
"ff3605d1-7692-4c05-9567-51bdbda806db","OSBS_003.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.01844",NA,"sapling","Live",1.1,10,0.7,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"d63bed99-363b-4df1-a1c2-df9e4732e0e0","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01439",NA,"sapling","",1.8,130,2.2,NA,NA,NA,1.3,1.2,"Mostly shaded","",NA,NA,NA,NA,"No transcription errors found",NA,NA,"legacyData"
"d177cc39-bb1a-4c2e-a860-b7f6acfef66b","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01484",NA,"small tree","",3.5,130,4.8,NA,NA,NA,2.5,1.7,"Mostly shaded","",NA,NA,NA,NA,"No transcription errors found",NA,NA,"legacyData"
"8958d3ca-05b9-4a40-b9c5-0754f99a0b64","OSBS_003.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.01847",NA,"sapling","Live",1.7,10,0.3,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"272b5991-7740-4edb-85e3-3414153ae068","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01422",NA,"single bole tree","",26,130,11,NA,NA,NA,6.6,6.5,"Partially shaded","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"c74a9e84-0d03-47d0-b8e9-b5516db7071e","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01415",NA,"single bole tree","",22.2,130,6.4,NA,NA,NA,3.7,2.7,"Partially shaded","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"379f9a78-290b-4ac2-bdcb-a778dc65384a","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01487",NA,"small tree","",5.5,130,2.6,NA,NA,NA,3.5,0.9,"Mostly shaded","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"1783f1ed-c509-4c46-9ddd-38cd36f4fb85","OSBS_003.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.01833",NA,"sapling","Live",1.5,10,0.2,NA,NA,NA,0.9,0.9,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData | noMapTagData"
"7787a1ff-ad94-4ff8-b66f-a09910e98c93","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01466",NA,"sapling","",1.4,10,1.7,NA,NA,NA,1.1,1,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"cdaa160c-89f8-40c3-9cec-584b8ddec946","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01489",NA,"small tree","",8.5,130,5.7,NA,NA,NA,4,3.8,"Mostly shaded","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"a583a392-a5ed-4555-a0fe-c7c042cdb0ab","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01478",NA,"sapling","",1.5,10,1.6,NA,NA,NA,1.9,0.6,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"deff2cf6-537c-457b-8c88-5b62c432d92b","OSBS_003.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.01846",NA,"small tree","Live",3.1,130,0.6,NA,NA,NA,NA,NA,"Partially shaded","",NA,NA,NA,NA,"No Transcription Errors",NA,NA,"legacyData"
"15efe079-432b-4fed-a393-c543a75a453c","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01461",NA,"single shrub","",1.4,10,2.2,NA,NA,NA,1.8,1.2,"Full shade","",NA,NA,NA,NA,"1.38 cm ddh 2nd stem",NA,NA,"legacyData"
"6a9b3ceb-9f37-424d-b1de-b6e190808bbd","OSBS_003.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.01849",NA,"sapling","Live",1,10,0.3,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"7bb52467-86d0-49c1-90c5-44bb68bf897d","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01454",NA,"small shrub","",1.2,10,1.7,NA,NA,NA,1.2,1,"Full shade","",NA,NA,NA,NA,"1.07 cm ddh 2nd stem; No transcription errors found",NA,NA,"legacyData"
"f721cd27-10e3-445e-a895-baf7677f91a7","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01423",NA,"small tree","",3.9,130,4,NA,NA,NA,3.1,2.8,"Full shade","cylinder",NA,NA,NA,NA,"",NA,NA,"legacyData"
"4c8f79e5-1e45-4763-9fa3-a4d94fc04c3e","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01450",NA,"small tree","",2.7,130,3.5,NA,NA,NA,2.3,1.6,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"ea14ef43-5984-4745-8fc3-d3879611a89d","OSBS_003.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.01854",NA,"single bole tree","Live",21.3,130,5.4,NA,NA,NA,8.1,6,"Partially shaded","",NA,NA,NA,NA,"",NA,NA,"legacyData | noMapTagData"
"736f30aa-1da8-4d3e-9d77-6409b7bce5bf","OSBS_003.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.01851",NA,"sapling","Live",1.3,10,1,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"bfc18357-be01-455c-a58b-1cc08dbb9f09","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01444",NA,"single bole tree","",13,130,1.5,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"dead",NA,NA,"legacyData"
"c666ccaf-8591-4ff2-adec-c2dcbc746292","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01479",NA,"small tree","",3.1,130,3.3,NA,NA,NA,2.9,1.8,"Mostly shaded","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"45f4235f-7a7a-4afc-bbcd-d06a837c3a4c","OSBS_003.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.01853",NA,"single bole tree","Live",17.6,130,5.4,NA,NA,NA,5.3,5.1,"Partially shaded","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"3f861e76-5593-443a-8f6e-ea80e223c35a","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01480",NA,"sapling","",1.4,10,1.3,NA,NA,NA,1.3,1.3,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"ae3655d1-42aa-46d6-a5a1-8f50b18b0615","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01438",NA,"small tree","",2.1,130,3.4,NA,NA,NA,2.4,1.6,"Mostly shaded","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"e51a84e8-1db1-4e6d-b7ac-239b6789b138","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01412",NA,"single bole tree","",18.2,130,3.8,NA,NA,NA,3,0.2,"Partially shaded","",NA,NA,NA,NA,"dead",NA,NA,"legacyData"
"86efc9ec-171e-4cb6-843c-aa888323b9d5","OSBS_003.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.01834",NA,"small tree","Live",2.1,130,0.2,NA,NA,NA,2.2,1.9,"Mostly shaded","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"ce8e30e6-6815-442b-a1d0-0ddb0e5817f1","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01488",NA,"single bole tree","",32.2,110,15,NA,NA,NA,7.6,5,"Partially shaded","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"b44d3aa2-3ab7-411e-9260-f928ae42cc5b","OSBS_010.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_010","NEON.PLA.D03.OSBS.01499",NA,"single bole tree","",33.5,130,19.8,NA,NA,NA,6.1,5.7,"Partially shaded","",NA,NA,NA,NA,"",NA,NA,"legacyData"
"27c9501a-1f9c-4ba1-baa5-27adf3fae45a","OSBS_003.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.01829",NA,"sapling","Live",1.5,10,0.8,NA,NA,NA,1,0.7,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData | noMapTagData"
"b8edd6c9-2876-4870-bfc2-8139a5206bb4","OSBS_003.basePlot.vst","2014-09-30","vst_OSBS_2014","D03","OSBS","OSBS_003","NEON.PLA.D03.OSBS.01839",NA,"sapling","Live",1.4,10,0.1,NA,NA,NA,NA,NA,"Full shade","",NA,NA,NA,NA,"",NA,NA,"legacyData"
